r,phi,E_mag
2.2361,0.032082,0.016575
2.2361,0.032081,0.016576
2.2361,0.032080,0.016576
2.2361,0.032082,0.016575
2.2361,0.032081,0.016576
2.2361,0.032080,0.016576
2.2361,0.032080,0.016576
2.2361,0.032082,0.016575
2.2361,0.032080,0.016576
2.2361,0.032080,0.016576
2.2361,0.032082,0.016575
2.2361,0.032081,0.016576
2.2361,0.032083,0.016575
2.2361,0.032081,0.016576
2.2361,0.032083,0.016575
2.2361,0.032081,0.016576
2.2361,0.032083,0.016575
2.2361,0.032082,0.016575
2.2361,0.032083,0.016575
2.2361,0.032083,0.016575
2.2361,0.032082,0.016575
2.2361,0.032080,0.016576
2.2361,0.032081,0.016576
2.2361,0.032083,0.016575
2.4495,0.028119,0.011959
2.4495,0.028118,0.011960
2.4495,0.028119,0.011959
2.4495,0.028119,0.011959
2.4495,0.028119,0.011959
2.4495,0.028120,0.011958
2.4495,0.028119,0.011959
2.4495,0.028119,0.011959
2.4495,0.028119,0.011959
2.4495,0.028120,0.011958
2.4495,0.028120,0.011958
2.4495,0.028120,0.011958
2.4495,0.028119,0.011959
2.4495,0.028121,0.011958
2.4495,0.028119,0.011959
2.4495,0.028119,0.011959
2.4495,0.028121,0.011958
2.4495,0.028119,0.011959
2.4495,0.028120,0.011958
2.4495,0.028118,0.011960
2.4495,0.028119,0.011959
2.4495,0.028120,0.011958
2.4495,0.028118,0.011960
2.4495,0.028121,0.011958
2.8284,0.024212,0.009787
2.8284,0.024214,0.009786
2.8284,0.024214,0.009786
2.8284,0.024215,0.009785
2.8284,0.024212,0.009787
2.8284,0.024212,0.009787
2.8284,0.024214,0.009786
2.8284,0.024214,0.009786
2.8284,0.024215,0.009785
2.8284,0.024214,0.009786
2.8284,0.024214,0.009786
2.8284,0.024215,0.009785
3.0000,0.022318,0.008093
3.0000,0.022317,0.008093
3.0000,0.022315,0.008094
3.0000,0.023702,0.011288
3.0000,0.023702,0.011288
3.0000,0.022315,0.008094
3.0000,0.022317,0.008093
3.0000,0.022319,0.008093
3.0000,0.022319,0.008093
3.0000,0.022319,0.008092
3.0000,0.022319,0.008092
3.0000,0.022317,0.008093
3.0000,0.023702,0.011288
3.0000,0.022319,0.008093
3.0000,0.023705,0.011287
3.0000,0.023705,0.011287
3.0000,0.022319,0.008092
3.0000,0.022316,0.008093
3.0000,0.022318,0.008093
3.0000,0.022318,0.008093
3.0000,0.022317,0.008093
3.0000,0.022317,0.008093
3.0000,0.022318,0.008093
3.0000,0.022315,0.008094
3.0000,0.023705,0.011287
3.0000,0.022317,0.008093
3.0000,0.022318,0.008093
3.0000,0.022316,0.008093
3.0000,0.022318,0.008093
3.0000,0.022316,0.008093
3.1623,0.021687,0.008635
3.1623,0.021684,0.008636
3.1623,0.021684,0.008636
3.1623,0.021685,0.008636
3.1623,0.021688,0.008635
3.1623,0.021688,0.008635
3.1623,0.021685,0.008636
3.1623,0.021685,0.008636
3.1623,0.021685,0.008636
3.1623,0.021688,0.008635
3.1623,0.021688,0.008635
3.1623,0.021684,0.008636
3.1623,0.021687,0.008635
3.1623,0.021687,0.008635
3.1623,0.021688,0.008635
3.1623,0.021688,0.008635
3.1623,0.021685,0.008636
3.1623,0.021685,0.008636
3.1623,0.021687,0.008635
3.1623,0.021684,0.008636
3.1623,0.021684,0.008636
3.1623,0.021684,0.008636
3.1623,0.021687,0.008635
3.1623,0.021687,0.008635
3.3166,0.020195,0.007226
3.3166,0.020197,0.007225
3.3166,0.020198,0.007225
3.3166,0.020194,0.007226
3.3166,0.020195,0.007226
3.3166,0.020197,0.007225
3.3166,0.020196,0.007225
3.3166,0.020193,0.007226
3.3166,0.020197,0.007225
3.3166,0.020194,0.007226
3.3166,0.020197,0.007225
3.3166,0.020196,0.007225
3.3166,0.020198,0.007225
3.3166,0.020194,0.007226
3.3166,0.020194,0.007226
3.3166,0.020198,0.007225
3.3166,0.020193,0.007226
3.3166,0.020193,0.007226
3.3166,0.020194,0.007226
3.3166,0.020197,0.007225
3.3166,0.020196,0.007225
3.3166,0.020197,0.007225
3.3166,0.020195,0.007226
3.3166,0.020194,0.007226
3.4641,0.018819,0.006060
3.4641,0.018817,0.006061
3.4641,0.018816,0.006061
3.4641,0.018819,0.006060
3.4641,0.018819,0.006060
3.4641,0.018821,0.006060
3.4641,0.018817,0.006061
3.4641,0.018817,0.006061
3.6056,0.018244,0.006121
3.6056,0.018240,0.006122
3.6056,0.018243,0.006122
3.6056,0.018244,0.006121
3.6056,0.018244,0.006121
3.6056,0.018243,0.006122
3.6056,0.018242,0.006122
3.6056,0.018240,0.006122
3.6056,0.018244,0.006121
3.6056,0.018242,0.006122
3.6056,0.018242,0.006122
3.6056,0.018243,0.006122
3.6056,0.018240,0.006122
3.6056,0.018240,0.006122
3.6056,0.018244,0.006121
3.6056,0.018240,0.006122
3.6056,0.018243,0.006122
3.6056,0.018242,0.006122
3.6056,0.018243,0.006122
3.6056,0.018240,0.006122
3.6056,0.018242,0.006122
3.6056,0.018244,0.006121
3.6056,0.018243,0.006122
3.6056,0.018242,0.006122
3.7417,0.017326,0.005469
3.7417,0.017329,0.005468
3.7417,0.017329,0.005468
3.7417,0.017328,0.005468
3.7417,0.017331,0.005467
3.7417,0.017329,0.005468
3.7417,0.017330,0.005468
3.7417,0.017329,0.005468
3.7417,0.017328,0.005468
3.7417,0.017327,0.005468
3.7417,0.017329,0.005468
3.7417,0.017327,0.005468
3.7417,0.017331,0.005467
3.7417,0.017331,0.005467
3.7417,0.017326,0.005469
3.7417,0.017328,0.005468
3.7417,0.017329,0.005468
3.7417,0.017326,0.005469
3.7417,0.017327,0.005468
3.7417,0.017330,0.005468
3.7417,0.017326,0.005469
3.7417,0.017328,0.005468
3.7417,0.017326,0.005469
3.7417,0.017331,0.005467
3.7417,0.017329,0.005468
3.7417,0.017328,0.005468
3.7417,0.017327,0.005468
3.7417,0.017329,0.005468
3.7417,0.017327,0.005468
3.7417,0.017331,0.005467
3.7417,0.017330,0.005468
3.7417,0.017330,0.005468
3.7417,0.017329,0.005468
3.7417,0.017330,0.005468
3.7417,0.017331,0.005467
3.7417,0.017331,0.005467
3.7417,0.017331,0.005467
3.7417,0.017329,0.005468
3.7417,0.017331,0.005467
3.7417,0.017326,0.005469
3.7417,0.017329,0.005468
3.7417,0.017331,0.005467
3.7417,0.017330,0.005468
3.7417,0.017331,0.005467
3.7417,0.017331,0.005467
3.7417,0.017328,0.005468
3.7417,0.017327,0.005468
3.7417,0.017329,0.005468
4.0000,0.016462,0.005706
4.0000,0.016466,0.005705
4.0000,0.016466,0.005705
4.0000,0.016462,0.005706
4.0000,0.016466,0.005705
4.0000,0.016462,0.005706
4.1231,0.015699,0.005025
4.1231,0.015699,0.005025
4.1231,0.015321,0.004420
4.1231,0.015322,0.004420
4.1231,0.015318,0.004421
4.1231,0.015319,0.004421
4.1231,0.015319,0.004421
4.1231,0.015320,0.004421
4.1231,0.015321,0.004420
4.1231,0.015318,0.004421
4.1231,0.015696,0.005026
4.1231,0.015322,0.004420
4.1231,0.015322,0.004420
4.1231,0.015316,0.004422
4.1231,0.015321,0.004420
4.1231,0.015696,0.005026
4.1231,0.015699,0.005025
4.1231,0.015316,0.004422
4.1231,0.015321,0.004420
4.1231,0.015318,0.004421
4.1231,0.015318,0.004421
4.1231,0.015698,0.005025
4.1231,0.015695,0.005027
4.1231,0.015321,0.004420
4.1231,0.015698,0.005025
4.1231,0.015318,0.004421
4.1231,0.015316,0.004422
4.1231,0.015698,0.005025
4.1231,0.015699,0.005025
4.1231,0.015698,0.005025
4.1231,0.015695,0.005027
4.1231,0.015696,0.005026
4.1231,0.015319,0.004421
4.1231,0.015318,0.004421
4.1231,0.015695,0.005027
4.1231,0.015696,0.005026
4.1231,0.015321,0.004420
4.1231,0.015320,0.004421
4.1231,0.015699,0.005025
4.1231,0.015698,0.005025
4.1231,0.015696,0.005026
4.1231,0.015320,0.004421
4.1231,0.015699,0.005025
4.1231,0.015695,0.005027
4.1231,0.015695,0.005027
4.1231,0.015696,0.005026
4.1231,0.015698,0.005025
4.1231,0.015695,0.005027
4.2426,0.015050,0.004557
4.2426,0.015049,0.004557
4.2426,0.014894,0.004349
4.2426,0.015051,0.004556
4.2426,0.015046,0.004558
4.2426,0.015050,0.004557
4.2426,0.015051,0.004556
4.2426,0.015045,0.004558
4.2426,0.015049,0.004557
4.2426,0.015050,0.004557
4.2426,0.015047,0.004557
4.2426,0.015051,0.004556
4.2426,0.015047,0.004557
4.2426,0.015049,0.004557
4.2426,0.014892,0.004350
4.2426,0.015050,0.004557
4.2426,0.015045,0.004558
4.2426,0.014897,0.004349
4.2426,0.014894,0.004349
4.2426,0.015050,0.004557
4.2426,0.015046,0.004558
4.2426,0.015050,0.004557
4.2426,0.015046,0.004558
4.2426,0.015046,0.004558
4.2426,0.014892,0.004350
4.2426,0.015046,0.004558
4.2426,0.015047,0.004557
4.2426,0.015046,0.004558
4.2426,0.014897,0.004349
4.2426,0.014894,0.004349
4.2426,0.014897,0.004349
4.2426,0.014894,0.004349
4.2426,0.015045,0.004558
4.2426,0.014892,0.004350
4.2426,0.014894,0.004349
4.2426,0.014894,0.004349
4.3589,0.014353,0.004041
4.3589,0.014352,0.004041
4.3589,0.014348,0.004042
4.3589,0.014348,0.004042
4.3589,0.014348,0.004042
4.3589,0.014349,0.004041
4.3589,0.014349,0.004041
4.3589,0.014350,0.004041
4.3589,0.014350,0.004041
4.3589,0.014350,0.004041
4.3589,0.014353,0.004041
4.3589,0.014349,0.004041
4.3589,0.014349,0.004041
4.3589,0.014350,0.004041
4.3589,0.014347,0.004042
4.3589,0.014347,0.004042
4.3589,0.014352,0.004041
4.3589,0.014347,0.004042
4.3589,0.014350,0.004041
4.3589,0.014350,0.004041
4.3589,0.014352,0.004041
4.3589,0.014349,0.004041
4.3589,0.014353,0.004041
4.3589,0.014349,0.004041
4.4721,0.014024,0.004032
4.4721,0.014025,0.004032
4.4721,0.014024,0.004032
4.4721,0.014024,0.004032
4.4721,0.014024,0.004032
4.4721,0.014025,0.004032
4.4721,0.014024,0.004032
4.4721,0.014027,0.004031
4.4721,0.014027,0.004031
4.4721,0.014025,0.004032
4.4721,0.014027,0.004031
4.4721,0.014027,0.004031
4.4721,0.014029,0.004031
4.4721,0.014029,0.004031
4.4721,0.014029,0.004031
4.4721,0.014027,0.004031
4.4721,0.014025,0.004032
4.4721,0.014029,0.004031
4.4721,0.014025,0.004032
4.4721,0.014029,0.004031
4.4721,0.014025,0.004032
4.4721,0.014029,0.004031
4.4721,0.014027,0.004031
4.4721,0.014024,0.004032
4.5826,0.013548,0.003761
4.5826,0.013550,0.003760
4.5826,0.013547,0.003761
4.5826,0.013549,0.003760
4.5826,0.013552,0.003760
4.5826,0.013551,0.003760
4.5826,0.013546,0.003761
4.5826,0.013547,0.003761
4.5826,0.013547,0.003761
4.5826,0.013549,0.003760
4.5826,0.013547,0.003761
4.5826,0.013551,0.003760
4.5826,0.013547,0.003761
4.5826,0.013551,0.003760
4.5826,0.013551,0.003760
4.5826,0.013548,0.003761
4.5826,0.013547,0.003761
4.5826,0.013550,0.003760
4.5826,0.013551,0.003760
4.5826,0.013548,0.003761
4.5826,0.013552,0.003760
4.5826,0.013547,0.003761
4.5826,0.013548,0.003761
4.5826,0.013552,0.003760
4.5826,0.013552,0.003760
4.5826,0.013547,0.003761
4.5826,0.013549,0.003760
4.5826,0.013548,0.003761
4.5826,0.013546,0.003761
4.5826,0.013546,0.003761
4.5826,0.013548,0.003761
4.5826,0.013552,0.003760
4.5826,0.013549,0.003760
4.5826,0.013550,0.003760
4.5826,0.013547,0.003761
4.5826,0.013552,0.003760
4.5826,0.013549,0.003760
4.5826,0.013547,0.003761
4.5826,0.013549,0.003760
4.5826,0.013550,0.003760
4.5826,0.013547,0.003761
4.5826,0.013547,0.003761
4.5826,0.013550,0.003760
4.5826,0.013546,0.003761
4.5826,0.013546,0.003761
4.5826,0.013546,0.003761
4.5826,0.013551,0.003760
4.5826,0.013550,0.003760
4.6904,0.013042,0.003440
4.6904,0.013038,0.003441
4.6904,0.013037,0.003441
4.6904,0.013039,0.003441
4.6904,0.013042,0.003440
4.6904,0.013041,0.003440
4.6904,0.013039,0.003441
4.6904,0.013039,0.003441
4.6904,0.013044,0.003440
4.6904,0.013038,0.003441
4.6904,0.013037,0.003441
4.6904,0.013044,0.003440
4.6904,0.013038,0.003441
4.6904,0.013039,0.003441
4.6904,0.013041,0.003440
4.6904,0.013041,0.003440
4.6904,0.013041,0.003440
4.6904,0.013041,0.003440
4.6904,0.013042,0.003440
4.6904,0.013039,0.003441
4.6904,0.013039,0.003441
4.6904,0.013044,0.003440
4.6904,0.013041,0.003440
4.6904,0.013037,0.003441
4.8990,0.012383,0.003223
4.8990,0.012383,0.003223
4.8990,0.012383,0.003223
4.8990,0.012385,0.003222
4.8990,0.012382,0.003223
4.8990,0.012383,0.003223
4.8990,0.012387,0.003222
4.8990,0.012387,0.003222
4.8990,0.012382,0.003223
4.8990,0.012385,0.003222
4.8990,0.012389,0.003222
4.8990,0.012385,0.003222
4.8990,0.012385,0.003222
4.8990,0.012383,0.003223
4.8990,0.012385,0.003222
4.8990,0.012387,0.003222
4.8990,0.012389,0.003222
4.8990,0.012387,0.003222
4.8990,0.012385,0.003222
4.8990,0.012387,0.003222
4.8990,0.012383,0.003223
4.8990,0.012387,0.003222
4.8990,0.012382,0.003223
4.8990,0.012389,0.003222
5.0000,0.012092,0.003144
5.0000,0.012090,0.003144
5.0000,0.012090,0.003144
5.0000,0.012094,0.003143
5.0000,0.012088,0.003144
5.0000,0.012092,0.003144
5.0000,0.012088,0.003144
5.0000,0.012290,0.003442
5.0000,0.012290,0.003442
5.0000,0.012295,0.003441
5.0000,0.012090,0.003144
5.0000,0.012094,0.003143
5.0000,0.012094,0.003143
5.0000,0.012295,0.003441
5.0000,0.012290,0.003442
5.0000,0.012090,0.003144
5.0000,0.012092,0.003144
5.0000,0.012088,0.003144
5.0000,0.012094,0.003143
5.0000,0.012088,0.003144
5.0000,0.012092,0.003144
5.0000,0.012094,0.003143
5.0000,0.012092,0.003144
5.0000,0.012295,0.003441
5.0000,0.012094,0.003143
5.0000,0.012090,0.003144
5.0000,0.012090,0.003144
5.0000,0.012088,0.003144
5.0000,0.012092,0.003144
5.0000,0.012088,0.003144
5.0990,0.011769,0.002990
5.0990,0.011769,0.002990
5.0990,0.011767,0.002991
5.0990,0.011936,0.003220
5.0990,0.011766,0.002991
5.0990,0.011936,0.003220
5.0990,0.011767,0.002991
5.0990,0.011769,0.002990
5.0990,0.011769,0.002990
5.0990,0.011931,0.003222
5.0990,0.011936,0.003220
5.0990,0.011932,0.003221
5.0990,0.011769,0.002990
5.0990,0.011937,0.003220
5.0990,0.011937,0.003220
5.0990,0.011769,0.002990
5.0990,0.011765,0.002991
5.0990,0.011936,0.003220
5.0990,0.011766,0.002991
5.0990,0.011763,0.002991
5.0990,0.011763,0.002991
5.0990,0.011762,0.002991
5.0990,0.011763,0.002991
5.0990,0.011766,0.002991
5.0990,0.011937,0.003220
5.0990,0.011767,0.002991
5.0990,0.011763,0.002991
5.0990,0.011767,0.002991
5.0990,0.011766,0.002991
5.0990,0.011937,0.003220
5.0990,0.011769,0.002990
5.0990,0.011769,0.002990
5.0990,0.011932,0.003221
5.0990,0.011931,0.003222
5.0990,0.011932,0.003221
5.0990,0.011766,0.002991
5.0990,0.011769,0.002990
5.0990,0.011767,0.002991
5.0990,0.011766,0.002991
5.0990,0.011762,0.002991
5.0990,0.011762,0.002991
5.0990,0.011765,0.002991
5.0990,0.011931,0.003222
5.0990,0.011762,0.002991
5.0990,0.011931,0.003222
5.0990,0.011766,0.002991
5.0990,0.011932,0.003221
5.0990,0.011769,0.002990
5.0990,0.011931,0.003222
5.0990,0.011762,0.002991
5.0990,0.011936,0.003220
5.0990,0.011769,0.002990
5.0990,0.011766,0.002991
5.0990,0.011932,0.003221
5.0990,0.011937,0.003220
5.0990,0.011766,0.002991
5.0990,0.011763,0.002991
5.0990,0.011765,0.002991
5.0990,0.011769,0.002990
5.0990,0.011766,0.002991
5.0990,0.011931,0.003222
5.0990,0.011762,0.002991
5.0990,0.011767,0.002991
5.0990,0.011765,0.002991
5.0990,0.011766,0.002991
5.0990,0.011932,0.003221
5.0990,0.011766,0.002991
5.0990,0.011763,0.002991
5.0990,0.011937,0.003220
5.0990,0.011936,0.003220
5.0990,0.011765,0.002991
5.0990,0.011765,0.002991
5.1962,0.011606,0.003041
5.1962,0.011605,0.003041
5.1962,0.011600,0.003042
5.1962,0.011414,0.002807
5.1962,0.011600,0.003042
5.1962,0.011600,0.003042
5.1962,0.011599,0.003042
5.1962,0.011600,0.003042
5.1962,0.011417,0.002806
5.1962,0.011601,0.003042
5.1962,0.011599,0.003042
5.1962,0.011600,0.003042
5.1962,0.011604,0.003041
5.1962,0.011417,0.002806
5.1962,0.011606,0.003041
5.1962,0.011601,0.003042
5.1962,0.011599,0.003042
5.1962,0.011605,0.003041
5.1962,0.011414,0.002807
5.1962,0.011420,0.002806
5.1962,0.011605,0.003041
5.1962,0.011417,0.002806
5.1962,0.011605,0.003041
5.1962,0.011604,0.003041
5.1962,0.011412,0.002807
5.1962,0.011605,0.003041
5.1962,0.011605,0.003041
5.1962,0.011606,0.003041
5.1962,0.011600,0.003042
5.1962,0.011414,0.002807
5.1962,0.011601,0.003042
5.1962,0.011604,0.003041
5.3852,0.010922,0.002647
5.3852,0.011028,0.002788
5.3852,0.010920,0.002647
5.3852,0.010920,0.002647
5.3852,0.011026,0.002788
5.3852,0.010922,0.002647
5.3852,0.010918,0.002648
5.3852,0.011031,0.002787
5.3852,0.010916,0.002648
5.3852,0.011026,0.002788
5.3852,0.010922,0.002647
5.3852,0.011028,0.002788
5.3852,0.010918,0.002648
5.3852,0.010916,0.002648
5.3852,0.011031,0.002787
5.3852,0.011028,0.002788
5.3852,0.010919,0.002647
5.3852,0.011031,0.002787
5.3852,0.011033,0.002786
5.3852,0.011033,0.002786
5.3852,0.010914,0.002648
5.3852,0.011033,0.002786
5.3852,0.010918,0.002648
5.3852,0.010919,0.002647
5.3852,0.010918,0.002648
5.3852,0.011028,0.002788
5.3852,0.010917,0.002648
5.3852,0.010917,0.002648
5.3852,0.010922,0.002647
5.3852,0.010919,0.002647
5.3852,0.010917,0.002648
5.3852,0.010920,0.002647
5.3852,0.010918,0.002648
5.3852,0.011028,0.002788
5.3852,0.011026,0.002788
5.3852,0.010917,0.002648
5.3852,0.010920,0.002647
5.3852,0.010920,0.002647
5.3852,0.010918,0.002648
5.3852,0.011033,0.002786
5.3852,0.010919,0.002647
5.3852,0.010916,0.002648
5.3852,0.010922,0.002647
5.3852,0.011033,0.002786
5.3852,0.010918,0.002648
5.3852,0.010918,0.002648
5.3852,0.010914,0.002648
5.3852,0.010914,0.002648
5.3852,0.011031,0.002787
5.3852,0.010918,0.002648
5.3852,0.010916,0.002648
5.3852,0.010916,0.002648
5.3852,0.011033,0.002786
5.3852,0.010914,0.002648
5.3852,0.010917,0.002648
5.3852,0.011026,0.002788
5.3852,0.010922,0.002647
5.3852,0.010914,0.002648
5.3852,0.010920,0.002647
5.3852,0.011031,0.002787
5.3852,0.010917,0.002648
5.3852,0.011026,0.002788
5.3852,0.011028,0.002788
5.3852,0.010916,0.002648
5.3852,0.010919,0.002647
5.3852,0.010919,0.002647
5.3852,0.010918,0.002648
5.3852,0.011026,0.002788
5.3852,0.010918,0.002648
5.3852,0.010914,0.002648
5.3852,0.011031,0.002787
5.3852,0.010918,0.002648
5.4772,0.010762,0.002664
5.4772,0.010762,0.002664
5.4772,0.010761,0.002664
5.4772,0.010767,0.002663
5.4772,0.010765,0.002663
5.4772,0.010761,0.002664
5.4772,0.010766,0.002663
5.4772,0.010767,0.002663
5.4772,0.010765,0.002663
5.4772,0.010760,0.002664
5.4772,0.010760,0.002664
5.4772,0.010762,0.002664
5.4772,0.010762,0.002664
5.4772,0.010760,0.002664
5.4772,0.010767,0.002663
5.4772,0.010766,0.002663
5.4772,0.010767,0.002663
5.4772,0.010761,0.002664
5.4772,0.010762,0.002664
5.4772,0.010761,0.002664
5.4772,0.010765,0.002663
5.4772,0.010760,0.002664
5.4772,0.010766,0.002663
5.4772,0.010761,0.002664
5.4772,0.010762,0.002664
5.4772,0.010762,0.002664
5.4772,0.010760,0.002664
5.4772,0.010766,0.002663
5.4772,0.010767,0.002663
5.4772,0.010766,0.002663
5.4772,0.010766,0.002663
5.4772,0.010762,0.002664
5.4772,0.010762,0.002664
5.4772,0.010765,0.002663
5.4772,0.010766,0.002663
5.4772,0.010762,0.002664
5.4772,0.010766,0.002663
5.4772,0.010767,0.002663
5.4772,0.010761,0.002664
5.4772,0.010766,0.002663
5.4772,0.010766,0.002663
5.4772,0.010762,0.002664
5.4772,0.010762,0.002664
5.4772,0.010766,0.002663
5.4772,0.010766,0.002663
5.4772,0.010765,0.002663
5.4772,0.010765,0.002663
5.4772,0.010760,0.002664
5.6569,0.010258,0.002439
5.6569,0.010254,0.002440
5.6569,0.010254,0.002440
5.6569,0.010250,0.002440
5.6569,0.010254,0.002440
5.6569,0.010254,0.002440
5.6569,0.010254,0.002440
5.6569,0.010250,0.002440
5.6569,0.010258,0.002439
5.6569,0.010254,0.002440
5.6569,0.010250,0.002440
5.6569,0.010258,0.002439
5.7446,0.010060,0.002379
5.7446,0.010026,0.002352
5.7446,0.010055,0.002380
5.7446,0.010053,0.002381
5.7446,0.010030,0.002352
5.7446,0.010055,0.002380
5.7446,0.010027,0.002352
5.7446,0.010055,0.002380
5.7446,0.010029,0.002352
5.7446,0.010026,0.002352
5.7446,0.010027,0.002352
5.7446,0.010060,0.002379
5.7446,0.010061,0.002379
5.7446,0.010030,0.002352
5.7446,0.010060,0.002379
5.7446,0.010053,0.002381
5.7446,0.010058,0.002380
5.7446,0.010030,0.002352
5.7446,0.010034,0.002351
5.7446,0.010055,0.002380
5.7446,0.010030,0.002352
5.7446,0.010055,0.002380
5.7446,0.010058,0.002380
5.7446,0.010061,0.002379
5.7446,0.010060,0.002379
5.7446,0.010060,0.002379
5.7446,0.010029,0.002352
5.7446,0.010027,0.002352
5.7446,0.010029,0.002352
5.7446,0.010033,0.002351
5.7446,0.010033,0.002351
5.7446,0.010029,0.002352
5.7446,0.010029,0.002352
5.7446,0.010034,0.002351
5.7446,0.010026,0.002352
5.7446,0.010057,0.002380
5.7446,0.010061,0.002379
5.7446,0.010057,0.002380
5.7446,0.010030,0.002352
5.7446,0.010058,0.002380
5.7446,0.010055,0.002380
5.7446,0.010030,0.002352
5.7446,0.010053,0.002381
5.7446,0.010033,0.002351
5.7446,0.010057,0.002380
5.7446,0.010060,0.002379
5.7446,0.010029,0.002352
5.7446,0.010034,0.002351
5.8310,0.009798,0.002247
5.8310,0.009868,0.002321
5.8310,0.009804,0.002246
5.8310,0.009863,0.002322
5.8310,0.009868,0.002321
5.8310,0.009800,0.002247
5.8310,0.009801,0.002247
5.8310,0.009800,0.002247
5.8310,0.009801,0.002247
5.8310,0.009801,0.002247
5.8310,0.009798,0.002247
5.8310,0.009804,0.002246
5.8310,0.009799,0.002247
5.8310,0.009804,0.002246
5.8310,0.009801,0.002247
5.8310,0.009863,0.002322
5.8310,0.009865,0.002322
5.8310,0.009799,0.002247
5.8310,0.009798,0.002247
5.8310,0.009863,0.002322
5.8310,0.009798,0.002247
5.8310,0.009865,0.002322
5.8310,0.009868,0.002321
5.8310,0.009800,0.002247
5.8310,0.009798,0.002247
5.8310,0.009795,0.002248
5.8310,0.009801,0.002247
5.8310,0.009799,0.002247
5.8310,0.009801,0.002247
5.8310,0.009861,0.002323
5.8310,0.009863,0.002322
5.8310,0.009868,0.002321
5.8310,0.009865,0.002322
5.8310,0.009868,0.002321
5.8310,0.009795,0.002248
5.8310,0.009798,0.002247
5.8310,0.009795,0.002248
5.8310,0.009861,0.002323
5.8310,0.009863,0.002322
5.8310,0.009865,0.002322
5.8310,0.009861,0.002323
5.8310,0.009861,0.002323
5.8310,0.009865,0.002322
5.8310,0.009861,0.002323
5.8310,0.009861,0.002323
5.8310,0.009863,0.002322
5.8310,0.009868,0.002321
5.8310,0.009865,0.002322
5.9161,0.009659,0.002241
5.9161,0.009662,0.002240
5.9161,0.009658,0.002241
5.9161,0.009662,0.002240
5.9161,0.009659,0.002241
5.9161,0.009661,0.002241
5.9161,0.009653,0.002242
5.9161,0.009658,0.002241
5.9161,0.009659,0.002241
5.9161,0.009659,0.002241
5.9161,0.009661,0.002241
5.9161,0.009653,0.002242
5.9161,0.009656,0.002242
5.9161,0.009653,0.002242
5.9161,0.009658,0.002241
5.9161,0.009656,0.002242
5.9161,0.009661,0.002241
5.9161,0.009654,0.002242
5.9161,0.009656,0.002242
5.9161,0.009662,0.002240
5.9161,0.009658,0.002241
5.9161,0.009657,0.002241
5.9161,0.009657,0.002241
5.9161,0.009656,0.002242
5.9161,0.009657,0.002241
5.9161,0.009654,0.002242
5.9161,0.009657,0.002241
5.9161,0.009659,0.002241
5.9161,0.009656,0.002242
5.9161,0.009662,0.002240
5.9161,0.009654,0.002242
5.9161,0.009653,0.002242
5.9161,0.009662,0.002240
5.9161,0.009662,0.002240
5.9161,0.009657,0.002241
5.9161,0.009653,0.002242
5.9161,0.009658,0.002241
5.9161,0.009661,0.002241
5.9161,0.009661,0.002241
5.9161,0.009654,0.002242
5.9161,0.009653,0.002242
5.9161,0.009661,0.002241
5.9161,0.009659,0.002241
5.9161,0.009658,0.002241
5.9161,0.009654,0.002242
5.9161,0.009657,0.002241
5.9161,0.009654,0.002242
5.9161,0.009656,0.002242
6.0000,0.009584,0.002311
6.0000,0.009578,0.002312
6.0000,0.009436,0.002136
6.0000,0.009434,0.002136
6.0000,0.009438,0.002136
6.0000,0.009431,0.002137
6.0000,0.009434,0.002136
6.0000,0.009434,0.002136
6.0000,0.009431,0.002137
6.0000,0.009440,0.002135
6.0000,0.009433,0.002137
6.0000,0.009436,0.002136
6.0000,0.009434,0.002136
6.0000,0.009431,0.002137
6.0000,0.009433,0.002137
6.0000,0.009436,0.002136
6.0000,0.009434,0.002136
6.0000,0.009438,0.002136
6.0000,0.009436,0.002136
6.0000,0.009434,0.002136
6.0000,0.009440,0.002135
6.0000,0.009436,0.002136
6.0000,0.009438,0.002136
6.0000,0.009433,0.002137
6.0000,0.009440,0.002135
6.0000,0.009578,0.002312
6.0000,0.009578,0.002312
6.0000,0.009584,0.002311
6.0000,0.009584,0.002311
6.0000,0.009436,0.002136
6.0828,0.009377,0.002222
6.0828,0.009383,0.002221
6.0828,0.009384,0.002221
6.0828,0.009384,0.002221
6.0828,0.009383,0.002221
6.0828,0.009378,0.002222
6.0828,0.009384,0.002221
6.0828,0.009378,0.002222
6.0828,0.009377,0.002222
6.0828,0.009384,0.002221
6.0828,0.009384,0.002221
6.0828,0.009378,0.002222
6.0828,0.009383,0.002221
6.0828,0.009377,0.002222
6.0828,0.009383,0.002221
6.0828,0.009377,0.002222
6.0828,0.009383,0.002221
6.0828,0.009384,0.002221
6.0828,0.009383,0.002221
6.0828,0.009378,0.002222
6.0828,0.009378,0.002222
6.0828,0.009377,0.002222
6.0828,0.009377,0.002222
6.0828,0.009378,0.002222
6.1644,0.009110,0.002042
6.1644,0.009102,0.002043
6.1644,0.009192,0.002142
6.1644,0.009109,0.002042
6.1644,0.009104,0.002043
6.1644,0.009111,0.002041
6.1644,0.009106,0.002042
6.1644,0.009102,0.002043
6.1644,0.009109,0.002042
6.1644,0.009104,0.002043
6.1644,0.009111,0.002041
6.1644,0.009107,0.002042
6.1644,0.009109,0.002042
6.1644,0.009109,0.002042
6.1644,0.009191,0.002143
6.1644,0.009105,0.002043
